armor	classs	commondrop	displayid	dps	flags2	id	level	name	reqclass	reqlevel	reqrace	side	slot	slotbak	source__001	source__002	sourcemore__bd	sourcemore__c	sourcemore__c2	sourcemore__icon	sourcemore__dd	sourcemore__n	sourcemore__s	sourcemore__t	sourcemore__ti	sourcemore__z	speed	subclass	firstseenpatch	popularity	contentPhase
	2		1544	2	8192	1161	5	7Militia Shortsword		2		1	21	21	4			12	0			Brotherhood of Thieves		5	18		2.5	7	0	8	1
	2		2398	3.2	8192	2496	8	7Raider Shortsword		3			21	21													2.5	7	0	6	1
	2		20173	0.65	8192	14391	1	7Durability Sword					13	13													2.3	7	0	6	1
	2		1547	2.05	8192	5586	5	7Thistlewood Blade		3		1	21	21	4			141	1			Webwood Venom		5	916		2.2	7	0	5	1
	2		16155	1.46	8192	2481	4	7Peon Sword					21	21													2.4	7	0	3	1
	2		13466	25.63	8192	6953	31	5Verigan's Fist	2	20		1	17	17	4			-141	4			The Test of Righteousness		5	1806		3.2	5	0	8730	1
	2		19645	29	8192	9449	34	5Manual Crowd Pummeler		29			17	17	2		1				-1	Crowd Pummeler 9-60		1	6229	721	2	5	0	6692	1
	2		29698	80.41	8192	17182	80	"3Sulfuras, Hand of Ragnaros"		60			17	17													3.7	5	0	6151	2
	2		25079	35.74	8192	6976	40	5Whirlwind Warhammer	1	30			17	17	4			-81	4			Whirlwind Weapon		5	1792		3.4	5	0	4064	1
	2		29699	63.65	8192	17193	67	4Sulfuron Hammer		60			17	17	1			11		inv_hammer_unique_sulfuras		Sulfuron Hammer	164	6	21161		3.7	5	0	3531	1
	2		19620	42.7	8192	9413	49	5The Rockpounder		44			17	17	2		1				-1	Archaedas		1	2748	1337	3.7	5	0	3227	1
	2		21252	38.93	8192	7723	44	5Mograine's Might		39			17	17	2						-1	Scarlet Commander Mograine		1	3976	796	2.8	5	0	2678	1
	2		15466	28.91	8192	7730	34	5Cobalt Crusher		29			17	17	2						-1					796	3.2	5	0	2409	1
	2		29939	46.47	8192	17766	54	5Princess Theradras' Scepter		49			17	17	2		1				-1	Princess Theradras		1	12201	2100	3.4	5	0	2192	1
	2		31817	61.45	8192	19323	65	4The Unstoppable Force		60			17	17													3.8	5	0	1803	3
	2		19610	19.71	8192	7230	23	5Smite's Mighty Hammer		18			17	17	2						-1	Mr. Smite		1	646	1581	3.5	5	0	1705	1
	2		11271	32.5	8192	6327	37	5The Pacifier		32			17	17	2						-1	Lo'Grosh		1	2453	36	4	5	0	1688	1
	2		25627	30.17	8192	13045	35	5Viscous Hammer		30			17	17	2												2.9	5	0	1659	1
	2		25047	53.82	8192	12796	63	5Hammer of the Titans		58			17	17	1			11		inv_hammer_09		Hammer of the Titans	164	6	16988		3.8	5	0	1488	1
	2		19664	49.57	8192	2915	52	4Taran Icebreaker		47			17	17	2							Jadefire Felsworn		1	7109	361	2.3	5	0	1450	1
	2		35239	95.26	8192	22798	89	4Might of Menethil		60			17	17	2		1					Kel'Thuzad		1	15990	3456	3.8	5	0	1405	6
	2		25046	47.43	8192	11608	55	5Dark Iron Pulverizer		50			17	17	1			11		inv_hammer_09		Dark Iron Pulverizer	164	6	15292		3.7	5	0	1385	1
	2		32162	62.57	8192	17073	66	4Earthshaker		60			17	17	2		1					Magmadar		1	11982	2717	3.5	5	0	1381	1
30	2		25625	48.89	8192	11921	57	5Impervious Giant		52			17	17	2		1				-1					1584	2.7	5	0	1280	1
	2		18269	32.5	8192	9391	37	5The Shoveler	1	32			17	17	2							Shadowforge Ruffian		1	4845	3	3.4	5	0	1160	1
	2		25180	51.36	8192	13167	60	5Fist of Omokk		55			17	17	2		1				-1	Highlord Omokk		1	9196	1583	3.3	5	0	1121	1
	2		18269	30.14	8192	4128	41	6Silver Spade		30			17	17	4			33	0			Venture Company Mining		5	600		3.7	5	0	1019	1
	2		15467	37.19	8192	1722	42	5Thornstone Sledgehammer		37			17	17	2												3.2	5	0	977	1
	2		35010	55.66	8192	22348	65	5Doomulus Prime		60			17	17	4			1377	1			The Perfect Poison		5	9023		3.8	5	0	875	5
	2		19596	31.22	8192	4983	42	6Rock Pulverizer		30		1	17	17	4			3	0			Murdaloc		5	739		3.7	5	0	867	1
	2		5228	22.92	8192	3203	28	5Dense Triangle Mace		23			17	17	2												2.4	5	0	794	1
	2		19622	18.33	8192	3194	21	5Black Malice		16			17	17	2						-1					209	3.3	5	0	748	1
	2		30792	53.83	8192	18420	63	5Bonecrusher					17	17													3	5	0	707	2
	2		28677	43.39	8192	13046	50	5Blanchard's Stout		45			17	17	2												3.1	5	0	657	1
	2		9057	20.97	8192	5815	31	6Glacial Stone		18		1	17	17	4			331	1			Raene's Cleansing		5	1046		3.6	5	0	654	1
250	2		30867	52.97	8192	18531	62	5Unyielding Maul		57			17	17	2						-1					2557	3.2	5	0	647	2
	2		33143	53.85	8192	20696	63	5Crystal Spiked Maul		58			17	17													3.9	5	0	642	4
	2		18531	20.36	8192	9604	30	6Mechanic's Pipehammer		25		1	17	17	4			721	2			Data Rescue		5	2930		2.8	5	0	629	1
	2		28809	18.27	8192	12983	21	5Rakzur Club		16			17	17	2												2.6	5	0	629	1
	2		28673	45	8192	12528	52	5The Judge's Gavel		47			17	17	2						-1					1584	3.4	5	0	602	1
	2		25626	49.73	8192	13047	58	5Twig of the World Tree		53			17	17	2											2677	3.7	5	0	598	3
	2		8590	23.75	8192	1976	29	5Slaghammer		24			17	17	2						-1					491	2.8	5	0	560	1
	2		21793	48.13	8192	11803	56	5Force of Magma		51			17	17	2		1				-1	Bael'Gar		1	9016	1584	3.2	5	0	521	1
	2		18324	39.6	8192	9423	45	5The Jackhammer		40			17	17													2.5	5	0	508	1
	2		19646	18.19	8192	6093	27	6Orc Crusher		18		1	17	17	4			44	0			Tharil'zun		5	19		3.6	5	0	482	1
	2		6808	12.5	8192	4778	19	6Heavy Spiked Mace		14			17	17	5												3.4	5	0	451	1
	2		27412	53.87	8192	15418	63	5Shimmering Platinum Warhammer		52			17	17	4			28	0			In Dreams		5	5944		3.1	5	0	439	1
	2		31265	67.07	8192	18803	70	4Finkle's Lava Dredger		60			17	17	2		1					Cache of the Firelord		2	179703	2717	2.9	5	0	418	1
	2		19611	17.61	8192	5322	26	6Demolition Hammer		17		2	17	17	4			17	1			Weapons of Choice		5	893		2.3	5	0	411	1
	2		19617	43.38	8192	10626	50	5Ragehammer		45			17	17													3.7	5	0	362	1
	2		25629	52.11	8192	13393	61	5Malown's Slam		56			17	17	2		1				-1	Postmaster Malown		1	11143	2017	3.8	5	0	342	1
	2		3151	30.23	8192	4548	41	6Servomechanic Sledgehammer					17	17	4			45	0			Sunken Treasure		5	666		2.2	5	0	330	1
	2		31877	67	8192	19358	70	4Draconic Maul		60			17	17	2												3.5	5	0	324	3
	2		23239	53.89	8192	18717	63	5Hammer of the Grand Crusader		58			17	17	2						-1					2017	2.7	5	0	320	1
	2		23240	48.08	8192	12776	56	5Enchanted Battlehammer		51			17	17	1			11		inv_hammer_05		Enchanted Battlehammer	164	6	16973		2.6	5	0	290	1
	2		19538	11.79	8192	4777	18	6Ironwood Maul		13			17	17	5												2.8	5	0	281	1
	2		19647	21.14	8192	3851	31	6Solid Iron Maul		26			17	17	1			11		inv_hammer_07		Solid Iron Maul	164	6	3494		3.5	5	0	279	1
	2		34556	49.71	8192	22208	58	5Lavastone Hammer		53			17	17	2		1				-1	Magmus		1	9938	1584	3.4	5	0	278	5
	2		5530	17.61	8192	1264	26	6Headbasher		22		1	17	17	4			717	2			The Fury Runs Deep		5	378		2.3	5	0	273	1
	2		8588	8.33	8192	3103	12	6Coldridge Hammer		6		1	17	17	4			1	0			Protecting the Herd		5	314		2.7	5	0	245	1
	2		15468	22.91	8192	3852	34	6Golden Iron Destroyer		29			17	17	1			11		inv_hammer_04		Golden Iron Destroyer	164	6	3495		2.75	5	0	225	1
	2		36518	84.86	8192	22809	83	4Maul of the Redeemed Crusader		60			17	17	2		1							2	181366	3456	3.6	5	0	222	6
	2		28096	19.09	8192	15464	28	6Brute Hammer		24		2	17	17	4			400	1			Arikara		5	5088		3.3	5	0	210	1
	2		31878	73.38	8192	19357	75	4Herald of Woe		60			17	17	2		1					Flamegor		1	11981	2677	3.4	5	0	197	3
	2		28468	26.67	8192	15260	38	6Stone Hammer		33			17	17	2												3	5	0	163	1
	2		8600	11.88	8192	5187	20	7Rhahk'Zor's Hammer		15			17	17	2						-1	Rhahk'Zor		1	644	1581	3.2	5	0	149	1
	2		10642	9.46	8192	6214	16	7Heavy Copper Maul		11			17	17	1			11		inv_hammer_18		Heavy Copper Maul	164	6	7408		2.8	5	0	147	1
	2		23557	53.89	8192	12969	63	5Seeping Willow		58			17	17	2						-1	The Beast		1	10430	1583	3.6	5	0	145	1
	2		31954	77.37	8192	18867	78	4Grand Marshal's Battle Hammer		60			17	17													3.8	5	0	143	2
	2		22121	5	8192	2493	9	7Wooden Mallet		4			17	17	5												2.6	5	0	143	1
	2		18269	22.88	8192	1991	34	6Goblin Power Shovel		29			17	17	2							Venture Co. Miner		1	1094	33	3.3	5	0	140	1
	2		33533	62.57	8192	21188	66	4Fist of Cenarius		60			17	17													3.5	5	0	139	5
	2		5533	24.71	8192	1990	36	6Ballast Maul		31			17	17	2												3.4	5	0	137	1
	2		28628	16.76	8192	911	25	6Ironwood Treebranch		20			17	17	2							Splinter Fist Ogre		1	889	10	3.4	5	0	123	1
	2		16146	15.16	8192	7956	25	7Bronze Warhammer		20			17	17	1			11		inv_hammer_18		Bronze Warhammer	164	6	9985		3.1	5	0	115	1
	2		19544	8.23	8192	4964	12	6Goblin Smasher		5	32	2	17	17	4			215	1			Supervisor Fizsprocket		5	765		3.1	5	0	114	1
	2		28524	28.95	8192	15261	40	6Sequoia Branch		35			17	17	2												3.8	5	0	106	1
	2		8586	10	8192	4570	15	6Birchwood Maul		10			17	17	2												3.3	5	0	101	1
	2		7495	10	8192	6205	15	6Burrowing Shovel		10			17	17	2							Master Digger		1	1424	40	2.3	5	0	99	1
	2		22133	22.29	8192	2525	35	7War Hammer		30			17	17	5												3.5	5	0	96	1
	2		2440	53.1	8192	22333	62	5Hammer of Divine Might		57			17	17													2.1	5	0	95	5
	2		34474	61.36	8192	21806	71	5Gavel of Qiraji Authority		60			17	17	2												2.2	5	0	94	5
	2		5137	24.68	8192	1679	36	6Korg Bat		31			17	17	2							Mosh'Ogg Brute		1	1142	33	3.1	5	0	94	1
	2		7495	2.96	8192	1195	6	7Kobold Mining Shovel		3			17	17	2	21											2.7	5	0	93	1
	2		6813	9.03	8192	4564	13	6Spiked Club		8			17	17	2												3.1	5	0	91	1
	2		28548	16.88	8192	15259	25	6Hefty Battlehammer		20			17	17	2												3.2	5	0	88	1
	2		34331	70.71	8192	21703	73	4Hammer of Ji'zhi		60			17	17	2		1					The Prophet Skeram		1	15263	3428	3.5	5	0	86	5
	2		32782	56.53	8192	19918	65	4Jeklik's Crusher		60			17	17	2		1					High Priestess Jeklik		1	14517	1977	3.6	5	0	84	4
	2		28629	31.25	8192	11265	42	6Cragwood Maul		37		2	17	17	4			10	0			Nothing But The Truth		5	1383		2.8	5	0	79	1
	2		25148	50.44	8192	14531	59	5Frightskull Shaft		54			17	17	2						-1	Rattlegore		1	11622	2057	3.4	5	0	75	1
	2		31750	77.37	8192	18868	78	4High Warlord's Pulverizer		60			17	17													3.8	5	0	74	2
	2		5233	32.32	8192	9678	43	6Tok'kar's Murloc Basher		35		2	17	17	4			8	0			Threat From the Sea		5	1427		2.8	5	0	68	1
	2		7495	3.78	8192	3334	7	7Farmer's Shovel		2			17	17	2											85	3.7	5	0	68	1
	2		6806	9.06	8192	3440	13	6Bonecracker		7		2	17	17	4			85	0			The Family Crypt		5	408		3.2	5	0	66	1
	2		5527	13.65	8192	1218	21	6Heavy Gnoll War Club		16			17	17	2							Redridge Alpha		1	445	44	3.7	5	0	63	1
	2		8601	15.17	8192	1458	23	6Shadowhide Maul		18			17	17	2							Shadowhide Brute		1	432	44	3	5	0	60	1
	2		19611	18.24	8192	2058	27	6Kazon's Maul		22			17	17	2							Kazon		1	584	44	3.4	5	0	58	1
	2		28499	44.82	8192	15265	58	6Painbringer		53			17	17	2												2.8	5	0	57	1
	2		8585	15.16	8192	3198	23	6Battering Hammer		18			17	17	2												3.1	5	0	55	1
	2	TRUE	19545	13.71	8192	3193	21	6Oak Mallet		16			17	17	2												3.5	5	0	54	1
	2		36065	77.37	8192	23455	78	4Grand Marshal's Demolisher		60			17	17													3.8	5	0	53	6
	2	TRUE	19526	23.18	8192	4022	50	8Crushing Maul		45			17	17	2												3.3	5	0	49	1
	2		36079	77.37	8192	23465	78	4High Warlord's Destroyer		60			17	17													3.8	5	0	48	6
	2		5534	24.72	8192	1523	36	6Huge Stone Club		31			17	17	2							Bloodscalp Berserker		1	597	33	3.6	5	0	48	1
	2		28674	48.97	8192	15267	63	6Brutehammer		58			17	17	2												3.4	5	0	46	1
	2		8298	6.45	8192	5595	11	7Thicket Hammer		1		1	17	17	4			141	1			Crown of the Earth		5	935		3.1	5	0	46	1
	2		6799	4.42	8192	3190	8	7Beatstick		3			17	17	2	21											2.6	5	0	43	1
	2		28534	38.7	8192	15263	50	6Royal Mallet		45			17	17	2												2.7	5	0	42	1
	2		23230	41.83	8192	12772	54	6Inlaid Thorium Hammer		49			17	17													3	5	0	40	1
	2		28540	35.74	8192	15262	46	6Greater Maul		41			17	17	2												3.4	5	0	35	1
	2		19612	8.48	8192	2254	12	6Icepane Warhammer		7			17	17	2							Hammerspine		1	1119	1	3.3	5	0	35	1
	2	TRUE	19532	14.19	8192	3782	35	8Large War Club		30			17	17	2												3.1	5	0	34	1
	2		5232	37.29	8192	3208	48	6Conk Hammer		43			17	17	2												3.5	5	0	32	1
	2		5233	46.56	8192	18481	60	6Skullcracking Mace		55			17	17	2						-1					2557	3.2	5	0	31	2
	2		28526	47.42	8192	15266	61	6Fierce Mauler		56			17	17	2												3.3	5	0	30	1
	2		8602	9.53	8192	5345	14	6Stonewood Hammer		9		2	17	17	4			17	1			Centaur Bracers		5	855		3.2	5	0	30	1
	2	TRUE	28691	26.53	8192	13821	57	8Bulky Maul		52			17	17	2												3.6	5	0	26	1
	2		19546	13.75	8192	3571	21	6Trogg Beater		16			17	17	2						-1	Magosh		1	1399	38	3.6	5	0	22	1
	2		19544	2.58	8192	5761	5	7Anvilmar Sledge		1		1	17	17	4			1	0			The Troll Cave		5	182		3.1	5	0	22	1
	2		28311	43.39	8192	15264	56	6Backbreaker		51			17	17	2												3.1	5	0	21	1
	2	TRUE	8587	10.86	8192	1826	27	8Rock Maul		22			17	17	2												2.9	5	0	20	1
	2	TRUE	19533	5.67	8192	1514	14	8Rusty Warhammer		9			17	17	2												3	5	0	18	1
	2		5226	9	8192	1197	15	7Giant Mace		10			17	17	5												3.5	5	0	16	1
	2		8690	1.38	8192	2361	2	7Battleworn Hammer					17	17													2.9	5	0	16	1
	2		22134	32.42	8192	2533	45	7War Maul		40			17	17	5												3.3	5	0	15	1
	2		8593	12.57	8192	2026	21	7Rock Hammer		16			17	17	5												3.7	5	0	15	1
	2		19601	1.56	8192	2480	3	7Large Club					17	17	5												3.2	5	0	13	1
	2		22131	16.03	8192	924	26	7Maul		21			17	17	5												2.9	5	0	11	1
	2	TRUE	19534	7.41	8192	1814	19	8Battered Mallet		14			17	17	2												2.9	5	0	11	1
	2	TRUE	19535	8.62	8192	1820	22	8Wooden Maul		17			17	17	2												2.9	5	0	9	1
	2		19614	5	8192	2501	9	7Wooden Warhammer		4			17	17													3	5	0	8	1
	2		19544	2.59	8192	5579	5	7Militia Warhammer		2		1	17	17	4			12	0			Brotherhood of Thieves		5	18		2.9	5	0	8	1
	2		19627	1.56	8192	2486	3	7Large Stone Mace					17	17													3.2	5	0	8	1
	2	TRUE	19525	3.79	8192	1414	9	8Cracked Sledge		4			17	17	2	21											3.3	5	0	7	1
	2		20298	40.41	8192	873	40	4Staff of Jordan		35			17	17	2												3.7	10	0	12200	1
260	2		20256	46.46	8192	943	48	4Warden Staff		43			17	17	2							Sea Elemental		1	5461	357	2.4	10	0	8412	1
	2		31347	59.33	8192	18608	75	4Benediction	16	60			17	17													3	10	0	6729	1
	2		15806	34.71	8192	7713	39	5Illusionary Rod		34			17	17	2						-1	Arcanist Doan		1	6487	796	3.4	10	0	6024	1
	2		12286	20.34	8192	6505	24	5Crescent Staff		10		2	17	17	4			718	2			Leaders of the Fang		5	914		2.9	10	0	3534	1
	2		22391	45.79	8192	17743	53	5Resurgence Rod		45			17	17	4											2100	3.8	10	0	3260	1
	2		30472	40.93	8192	18082	47	5Zum'rah's Vexing Cane		42			17	17	2		1				-1	Witch Doctor Zum'rah		1	7271	1176	2.7	10	0	3019	1
	2		35632	64.37	8192	22589	90	"3Atiesh, Greatstaff of the Guardian"	128	60			17	17													2.9	10	0	2873	6
	2		31346	59.33	8192	18609	75	4Anathema	16	60			17	17													3	10	0	2865	1
	2		18289	45	8192	22458	52	5Moonshadow Stave					17	17													3.7	10	0	2576	4
	2		20257	51.29	8192	812	54	4Glowing Brightwood Staff		49			17	17	2						-1	Scarshield Spellbinder		1	9098	1583	3.1	10	0	2573	1
	2		20348	35.67	8192	9517	40	5Celestial Stave	128	35			17	17	4			-161	4			Celestial Power		5	1958		3	10	0	2396	1
	2		33087	44.85	8192	20536	52	5Soul Harvester					17	17													3.3	10	0	2303	4
	2		20327	23.75	8192	1155	29	5Rod of the Sleepwalker		24			17	17	2						-1	Twilight Lord Kelris		1	4832	719	2.8	10	0	2296	1
	2		20253	57.5	8192	944	61	4Elemental Mage Staff		56			17	17	2												3.2	10	0	2200	1
	2		20323	21.61	8192	9452	32	5Hydrocane		27			17	17	2		1				-1	Viscous Fallout		1	7079	721	2.8	10	0	2102	1
	2		20386	20.44	8192	890	24	5Twisted Chanter's Staff		19			17	17	2												3.4	10	0	2089	1
	2		20340	19.67	8192	5201	23	5Emberstone Staff		18			17	17	2						-1	Captain Greenskin		1	647	1581	3	10	0	1917	1
	2		20382	15.15	8192	880	23	6Staff of Horrors		18			17	17	2							Skeletal Horror		1	202	10	3.4	10	0	1877	1
	2		21514	43.53	8192	9477	50	5The Chief's Enforcer		45			17	17	2		1				-1	Chief Ukorz Sandscalp		1	7267	1176	3.4	10	0	1709	1
	2		20379	20.5	8192	2042	24	5Staff of Westfall		14		1	17	17	4			1581	2			The Defias Brotherhood		5	166		3	10	0	1678	1
	2		20360	31.29	8192	7710	36	5Loksey's Training Stick		31			17	17	2						-1	Houndmaster Loksey		1	3974	796	3.1	10	0	1385	1
	2		28236	28.89	8192	15106	40	6Staff of Dar'Orahil	256	35			17	17	4			-61	4			The Completed Orb of Dar'Orahil		5	4964		2.7	10	0	1349	1
	2		23673	52.14	8192	13161	61	5Trindlehaven Staff		56			17	17	2		1				-1	Overlord Wyrmthalak		1	9568	1583	2.1	10	0	1267	1
	2		9122	19.17	8192	1484	22	5Witching Stave		17			17	17	2						-1					209	3.6	10	0	1255	1
100	2		28699	27.67	8192	12252	39	6Staff of Protection		34			17	17	5							Zarena Cromwind		1	2482	33	3	10	0	1252	1
	2		31163	73.28	8192	18715	75	"4Lok'delar, Stave of the Ancient Keepers"	4	60			17	17													3.2	10	0	1236	1
	2		28225	16.9	8192	15109	25	6Staff of Soran'ruk	256	20			17	17	4			-61	4			The Orb of Soran'ruk		5	1740		2.9	10	0	1213	1
	2		20325	26.67	8192	6689	32	5Wind Spirit Staff		27			17	17	2						-1	Earthcaller Halmgar		1	4842	491	3.3	10	0	1098	1
	2		35631	64.37	8192	22630	90	"3Atiesh, Greatstaff of the Guardian"	256	60			17	17													2.9	10	0	1084	6
	2		20329	33.57	8192	937	38	5Black Duskwood Staff		33			17	17	2												2.8	10	0	1040	1
	2		20330	22.31	8192	2549	27	5Staff of the Shade		22			17	17	2						-1					491	2.6	10	0	1027	1
	2		20335	21.72	8192	6318	26	5Odo's Ley Staff		21			17	17	2		1				-1	Odo the Blindwatcher		1	4279	209	2.9	10	0	1012	1
	2		20272	46.58	8192	1607	54	5Soulkeeper		49			17	17	2												3.8	10	0	989	1
	2		21968	50.45	8192	11932	59	5Guiding Stave of Wisdom		54			17	17	2		1				-1	Emperor Dagran Thaurissan		1	9019	1584	3.3	10	0	945	1
	2		20346	19.67	8192	2271	23	5Staff of the Blessed Seer		18			17	17	2						-1					719	3	10	0	926	1
	2		34114	57.07	8192	18842	70	4Staff of Dominance		60			17	17	2		1					Golemagg the Incinerator		1	11988	2717	2.9	10	0	896	1
	2		20339	20.38	8192	3415	24	5Staff of the Friar		19			17	17	2						-1					719	2.6	10	0	868	1
	2		20274	37.2	8192	9408	42	5Ironshod Bludgeon		37			17	17	2		1				-1	Ironaya		1	7228	1337	2.5	10	0	859	1
	2		32450	61.43	8192	19944	65	4Nat Pagle's Fish Terminator		60			17	17	2		1					Gahz'ranka		1	15114	1977	3.5	10	0	792	4
	2		20378	16.84	8192	2950	25	6Icicle Rod		20		1	17	17	4			11	0			Return the Statuette		5	286		3.8	10	0	791	1
	2		20418	10.17	8192	1933	15	6Staff of Conjuring		10			17	17	2							Defias Conjurer		1	619	40	3	10	0	790	1
	2		20336	21.21	8192	6631	25	5Living Root		20			17	17	2		1				-1	Verdan the Everliving		1	5775	718	2.9	10	0	763	1
	2		20334	25.63	8192	791	31	5Gnarled Ash Staff		26			17	17	2												3.2	10	0	735	1
	2		31960	60.88	8192	19356	81	4Staff of the Shadow Flame		60			17	17	2		1					Nefarian		1	11583	2677	3.2	10	0	734	3
	2		35633	64.37	8192	22632	90	"3Atiesh, Greatstaff of the Guardian"	1024	60			17	17													2.9	10	0	721	6
	2		35634	64.37	8192	22631	90	"3Atiesh, Greatstaff of the Guardian"	16	60			17	17													2.9	10	0	716	6
	2		24771	58.45	8192	13937	62	4Headmaster's Charge		57			17	17													2.9	10	0	655	1
	2		20316	32.42	8192	7757	37	5Windweaver Staff		32			17	17	2						-1					796	3.1	10	0	650	1
	2		24063	51.41	8192	13372	60	5Slavedriver's Cane		55			17	17	2		1				-1	Ramstein the Gorger		1	10439	2017	3.9	10	0	602	1
	2		20362	22.95	8192	3185	34	6Acrobatic Staff		29			17	17	2												2.2	10	0	568	1
	2		28228	11.82	8192	15444	18	6Staff of Orgrimmar		9		2	17	17	4			1637	1			Hidden Enemies		5	5730		3.3	10	0	462	1
	2		23837	53	8192	13249	62	5Argent Crusader		55		1	17	17	4			139	0			The Argent Hold		5	5265		3	10	0	438	1
	2		30870	53.89	8192	18534	63	5Rod of the Ogre Magi		58			17	17	2						-1					2557	2.7	10	0	432	2
	2		21723	45.86	8192	11750	53	5Kindling Stave		48			17	17	2		1				-1	Pyromancer Loregrain		1	9024	1584	2.9	10	0	432	1
	2		35563	51.41	8192	23124	60	5Staff of Balzaphon		55			17	17													3.9	10	0	429	6
	2		20258	46.47	8192	10844	54	5Spire of Hakkar		49			17	17	2						-1					1477	3.4	10	0	413	1
	2		24014	45	8192	20556	52	5Wildstaff					17	17													2.5	10	0	398	4
	2		20384	15.27	8192	5613	23	6Staff of the Purifier		13		1	17	17	4			148	1			The Tower of Althalaxx		5	973		3.7	10	0	383	1
	2		35240	63.66	8192	22799	89	4Soulseeker		60			17	17	2		1					Kel'Thuzad		1	15990	3456	3.2	10	0	381	6
	2		20377	16.82	8192	1317	25	6Hardened Root Staff		22		1	17	17	4			717	2			What Comes Around...		5	386		3.3	10	0	366	1
	2		21460	40.29	8192	1720	46	5Tanglewood Staff		41			17	17	2												3.4	10	0	350	1
110	2		32909	45	8192	20522	52	5Feral Staff					17	17													3	10	0	341	1
	2		20300	35.74	8192	9527	46	6Spellshifter Rod		40			17	17	4			1176	2			Tiara of the Deep		5	2846		2.7	10	0	338	1
	2		20370	18.39	8192	2280	27	6Kam's Walking Stick		22			17	17													2.8	10	0	315	1
	2	TRUE	20401	12.6	8192	4575	19	6Medicine Staff		14			17	17	2												2.5	10	0	293	1
	2		30870	64.04	8192	20334	90	490 Epic Frost Staff		60			17	17													2.7	10	0	280	1
	2		33015	57.27	8192	20581	71	4Staff of Rampant Growth		60			17	17	2												2.6	10	0	260	4
	2		28578	19.67	8192	2077	29	6Magician Staff		24			17	17	2												3	10	0	255	1
	2		28470	33.57	8192	1613	44	6Spiritchaser Staff		39			17	17	2												2.8	10	0	242	1
	2		7524	13.04	8192	5306	20	6Wind Rider Staff		10		2	17	17	4			17	1			Cry of the Thunderhawk		5	913		2.8	10	0	241	1
	2		28231	28.89	8192	15105	40	6Staff of Noh'Orahil	256	35			17	17	4			-61	4			The Completed Orb of Noh'Orahil		5	4975		2.7	10	0	237	1
	2		20330	27.76	8192	19569	33	5Advisor's Gnarled Staff		28			17	17													2.9	10	0	235	3
	2		20294	35.65	8192	4134	46	6Nimboya's Mystical Staff		30		2	17	17	4			33	0			Saving Yenniku		5	592		2.3	10	0	232	1
	2		7310	4.2	8192	2495	8	7Walking Stick		3			17	17	5												2.5	10	0	229	1
	2		35241	61.1	8192	22800	83	4Brimstone Staff		60			17	17	2		1					Loatheb		1	16011	3456	3.2	10	0	217	6
	2		20384	52.14	8192	22406	61	5Redemption		56			17	17	2		1				-1	Cannon Master Willey		1	10997	2017	2.1	10	0	217	5
	2		20417	10.16	8192	5340	15	6Cauldron Stirrer		10		2	17	17	4			17	1			Apothecary Zamah		5	853		3.1	10	0	217	1
	2		28701	53.03	8192	13000	62	5Staff of Hale Magefire		57			17	17	2												3.3	10	0	215	1
	2		31163	73.28	8192	20487	75	"4Lok'delar, Stave of the Ancient Keepers DEP"	4	60			17	17													3.2	10	0	211	1
	2		34894	53.1	8192	22394	62	5Staff of Metanoia		57			17	17	2						-1	Jandice Barov		1	10503	2057	2.1	10	0	203	5
	2		26536	51.25	8192	15854	60	5Dancing Sliver		57			17	17	4			2057	2			Dawn's Gambit		5	4771		2.4	10	0	200	1
	2		5540	11.41	8192	1405	17	6Foamspittle Staff		12			17	17	2							Murloc Oracle		1	517	40	3.2	10	0	195	1
	2		20289	38.92	8192	9683	50	6Strength of the Treant		40		2	17	17	4			357	1			Weapons of Spirit		5	3129		3.7	10	0	191	1
	2		31765	59.33	8192	18874	78	4High Warlord's War Staff		60			17	17													3	10	0	189	2
	2		20363	18.39	8192	2072	27	6Dwarven Magestaff		22			17	17	2												2.8	10	0	188	1
	2		18289	27.76	8192	19573	33	5Lorekeeper's Staff		28			17	17													2.9	10	0	187	3
	2		18289	30.16	8192	1664	41	6Spellforce Rod		36			17	17	2							Venture Co. Surveyor		1	676	33	3.2	10	0	179	1
	2		31964	59.28	8192	19355	75	4Shadow Wing Focus Staff		60			17	17	2		1									2677	3.2	10	0	178	3
	2		34891	53.81	8192	22335	63	5Lord Valthalak's Staff of Command		58			17	17	2							Lord Valthalak		1	16042		2.1	10	0	172	5
	2		20293	37.26	8192	10826	48	6Staff of Lore		43			17	17	4			440	1			Gahz'ridian		5	3161		3.1	10	0	171	1
	2		33172	48.24	8192	20724	62	6Corrupted Blackwood Staff					17	17													3.4	10	0	167	4
	2		20391	13.09	8192	1300	20	6Lesser Staff of the Spire		15			17	17	2							Blackrock Shadowcaster		1	436	44	3.4	10	0	166	1
	2		22252	25.67	8192	12251	37	6Big Stick		32			17	17	5												3	10	0	165	1
	2		20275	46.61	8192	10698	60	6Enchanted Azsharite Felbane Staff		45			17	17	4			33	0			Enchanted Azsharite Fel Weaponry		5	3625		2.8	10	0	161	1
	2		20420	8.93	8192	4566	13	6Sturdy Quarterstaff		8			17	17	2												2.8	10	0	159	1
	2		20372	18.24	8192	2226	27	6Ogremage Staff		22			17	17	2											10	3.4	10	0	153	1
	2		22147	9.44	8192	854	16	7Quarter Staff		11			17	17	5												2.7	10	0	143	1
