"armor","classs","commondrop","displayid","dps","flags2","id","level","name","reqclass","reqlevel","reqrace","side","slot","slotbak","source__001","source__002","sourcemore__bd","sourcemore__dd","sourcemore__c","sourcemore__icon","sourcemore__c2","sourcemore__n","sourcemore__s","sourcemore__t","sourcemore__ti","sourcemore__z","speed","subclass","firstseenpatch","popularity","contentPhase"
"","2","True","20092","5.69","8192","1513","14","8旧巨剑","","9","","","17","17","2","","","","","","","","","","","","3.60","8","0","22","1"
"","2","","19544","2.58","8192","5761","5","7安威玛尔战锤","","1","","1","17","17","4","","","","1","","0","巨魔洞穴","","5","182","","3.10","5","0","22","1"
"","2","","28311","43.39","8192","15264","56","6断脊者","","51","","","17","17","2","","","","","","","","","","","","3.10","5","0","21","1"
"","2","","19252","5.00","8192","3325","9","7邪鳍战斧","","4","","","17","17","2","","","","","","","","","","","85","3.10","1","0","21","1"
"","2","","22084","23.13","8192","2521","36","7微光巨剑","","31","","","17","17","5","","","","","","","","","","","","3.20","8","0","20","1"
"","2","True","8587","10.86","8192","1826","27","8大石锤","","22","","","17","17","2","","","","","","","","","","","","2.90","5","0","20","1"
"","2","True","19369","10.77","8192","1828","27","8石质战斧","","22","","","17","17","2","","","","","","","","","","","","2.60","1","0","19","1"
"","2","True","19533","5.67","8192","1514","14","8生锈的战锤","","9","","","17","17","2","","","","","","","","","","","","3.00","5","0","18","1"
"","2","True","20074","2.97","8192","1412","7","8粗制重剑","","2","","","17","17","2","21","","","","","","","","","","","3.20","8","0","18","1"
"","2","","8512","2.10","8192","2479","4","7钝板斧","","","","","17","17","5","","","","","","","","","","","","3.10","1","0","17","1"
"","2","","22111","31.25","8192","2531","44","7巨斧","","39","","","17","17","5","","","","","","","","","","","","3.60","1","0","16","1"
"","2","","22096","12.59","8192","2024","21","7普通长剑","","16","","","17","17","5","","","","","","","","","","","","2.90","8","0","16","1"
"","2","","5226","9.00","8192","1197","15","7巨棒","","10","","","17","17","5","","","","","","","","","","","","3.50","5","0","16","1"
"","2","","20117","1.56","8192","2754","3","7无光泽的重剑","","","","","17","17","2","","","","","","","","","","","85","3.20","8","0","16","1"
"","2","","8690","1.38","8192","2361","2","7用旧的木槌","","","","","17","17","","","","","","","","","","","","","2.90","5","0","16","1"
"","2","","22134","32.42","8192","2533","45","7战槌","","40","","","17","17","5","","","","","","","","","","","","3.30","5","0","15","1"
"","2","","8593","12.57","8192","2026","21","7巨型石锤","","16","","","17","17","5","","","","","","","","","","","","3.70","5","0","15","1"
"","2","True","19226","5.00","8192","1512","12","8粗糙的战斧","","7","","","17","17","2","","","","","","","","","","","","3.00","1","0","15","1"
"","2","True","4129","11.41","8192","1830","28","8长刃重剑","","23","","","17","17","2","","","","","","","","","","","","3.20","8","0","13","1"
"","2","True","8501","3.39","8192","1417","8","8卷刃的战斧","","3","","","17","17","2","21","","","","","","","","","","","3.10","1","0","13","1"
"","2","","20084","2.73","8192","5779","5","7亡灵重剑","","2","","2","17","17","4","","","","85","","0","血色十字军","","5","381","","3.30","8","0","13","1"
"","2","","19601","1.56","8192","2480","3","7弯曲的大木棒","","","","","17","17","5","","","","","","","","","","","","3.20","5","0","13","1"
"","2","","5636","22.37","8192","15811","35","7重矛","","30","","","17","17","5","","","","","","","","","","","","3.80","6","0","12","1"
"","2","","22131","16.03","8192","924","26","7牢固的木槌","","21","","","17","17","5","","","","","","","","","","","","2.90","5","0","11","1"
"","2","True","20183","9.67","8192","1818","24","8普通双刃刀","","19","","","17","17","2","","","","","","","","","","","","3.00","8","0","11","1"
"","2","True","19534","7.41","8192","1814","19","8破碎的木槌","","14","","","17","17","2","","","","","","","","","","","","2.90","5","0","11","1"
"","2","True","20037","6.61","8192","1811","17","8钝双刃刀","","12","","","17","17","2","","","","","","","","","","","","3.10","8","0","11","1"
"","2","","19247","2.57","8192","1386","5","7棘木战斧","","","","","17","17","","","","","","","","","","","","","3.50","1","0","11","1"
"","2","True","19535","8.62","8192","1820","22","8木槌","","17","","","17","17","2","","","","","","","","","","","","2.90","5","0","9","1"
"","2","True","19245","6.61","8192","1812","17","8短柄战斧","","12","","","17","17","2","","","","","","","","","","","","3.10","1","0","8","1"
"","2","","19614","5.00","8192","2501","9","7木制战锤","","4","","","17","17","","","","","","","","","","","","","3.00","5","0","8","1"
"","2","","19544","2.59","8192","5579","5","7民兵战锤","","2","","1","17","17","4","","","","12","","0","潜行者兄弟会","","5","18","","2.90","5","0","8","1"
"","2","","19627","1.56","8192","2486","3","7巨石钉锤","","","","","17","17","","","","","","","","","","","","","3.20","5","0","8","1"
"","2","True","19525","3.79","8192","1414","9","8破损的战锤","","4","","","17","17","2","21","","","","","","","","","","","3.30","5","0","7","1"
"","2","","2380","1.96","8192","2128","4","7粗糙的双刃刀","","","","","17","17","","","","","","","","","","","","","2.80","8","0","7","1"
"","2","","8511","4.84","8192","2499","9","7双刃斧","","4","","","17","17","","","","","","","","","","","","","3.20","1","0","6","1"
"","2","","19243","1.61","8192","2483","3","7劣质阔斧","","","","","17","17","","","","","","","","","","","","","2.80","1","0","6","1"
"","2","","2399","5.00","8192","2497","9","7生锈的双刃刀","","4","","","17","17","","","","","","","","","","","","","3.10","8","0","5","1"
